supermarket,prices_(£),prices_unit_(£),unit,names,date,category,own_brand
Morrisons,1.09,23.0,kg,Morrisons Hot Chilli Powder,20240413,food_cupboard,True
Morrisons,0.6,9.4,kg,Mug Shot On The Go Chic…,20240413,food_cupboard,False
Morrisons,2.35,12.3,kg,Sacla Sun-Dried Tomato Pesto,20240413,food_cupboard,False
Morrisons,1.5,4.8,kg,Santa Maria 6 Large Plain Flour Tortilla,20240413,food_cupboard,False
Morrisons,2.15,50.0,kg,Schwartz Italian Garlic Seasoning,20240413,food_cupboard,False
Morrisons,1.3,0.01,unit,Truvia Sweetener Tablets,20240413,food_cupboard,False
Morrisons,1.0,4.6,kg,Ambrosia Deluxe Rice Salted Caramel Pot,20240413,food_cupboard,False
Morrisons,1.5,115.0,kg,Bart Oregano Refil,20240413,food_cupboard,False
Morrisons,1.0,25.0,kg,Bounce Caramel Protein Ball,20240413,food_cupboard,False
Morrisons,2.0,4.0,kg,Gallo Carnaroli Risotto Rice,20240413,food_cupboard,False
Morrisons,1.0,22.2,kg,Jacob's Mini Cheddars Original Ch…,20240413,food_cupboard,False
Morrisons,0.6,9.4,kg,Mug Shot On The Go Tomato & Herb Pasta,20240413,food_cupboard,False
Morrisons,1.75,1.3,kg,belVita Biscuit fruit crunch apple & pear multigrain,20240413,food_cupboard,False
Morrisons,1.0,25.0,kg,Colman's Pepper Sauce Mix,20240413,food_cupboard,False
Morrisons,1.5,4.3,kg,Heinz Bolognese Pasta Sauce,20240413,food_cupboard,False
Morrisons,3.59,69.0,kg,L'OR Espresso Ristretto Coffe…,20240413,food_cupboard,False
Morrisons,2.5,62.5,kg,Twinings Superblends Turmer…,20240413,food_cupboard,False
Morrisons,1.99,10.5,l,Frylight Butter Flavour 1 Cal Cooking Spray,20240413,food_cupboard,False
Morrisons,1.0,20.0,kg,Graze Cherry Bakewell Flapjack,20240413,food_cupboard,False
Morrisons,2.89,53.5,kg,Morrisons The Best Fair Trade Decaf Pods,20240413,food_cupboard,True
Morrisons,1.0,50.0,kg,Nando's Peri-Peri Bag & Bake Smokey BBQ,20240413,food_cupboard,False
Morrisons,1.09,43.6,kg,Schwartz Pork & Sage Gravy Mix,20240413,food_cupboard,False
Morrisons,4.49,22.5,kg,Taylors Hot Lava Java Coffee Beans,20240413,food_cupboard,False
Morrisons,2.5,83.3,kg,Twinings Superblends Mome…,20240413,food_cupboard,False
Morrisons,2.5,11.9,kg,Morrisons Ginger Sponge Puddings,20240413,food_cupboard,True
Morrisons,1.09,29.0,kg,Morrisons Whole Cumin Seeds,20240413,food_cupboard,True
Morrisons,1.15,18.3,kg,Quaker Oat So Simple Protein Go…,20240413,food_cupboard,False
Morrisons,1.9,6.3,kg,Schwartz Sauce For Fish Pie,20240413,food_cupboard,False
Morrisons,2.6,7.0,kg,Bonne Maman Damson Plum Conserve,20240413,food_cupboard,False
Morrisons,1.0,40.0,kg,Colman's White Sauce Mix,20240413,food_cupboard,False
Morrisons,1.75,7.4,l,Pizza Express Caesar Salad Dressing,20240413,food_cupboard,False
Morrisons,1.25,4.2,l,Up & Go Breakfast Drink Banana & Honey,20240413,food_cupboard,False
Morrisons,1.5,43.0,kg,Bart Smoked Paprika Refill,20240413,food_cupboard,False
Morrisons,1.49,25.7,kg,Quaker Oats Oat So Simple Sum…,20240413,food_cupboard,False
Morrisons,3.49,10.4,kg,Quaker Oat So Simple Caramelised…,20240413,food_cupboard,False
Morrisons,3.99,22.1,kg,Rio Mare Tuna Fillets In Olive Oil Glass Jar (180g),20240413,food_cupboard,False
Morrisons,2.15,51.0,kg,Schwartz Spicy Italian Seasoning,20240413,food_cupboard,False
Morrisons,1.75,7.9,kg,Kellogg's Nutri-grain Blueberry,20240413,food_cupboard,False
Morrisons,8.5,1.7,l,KTC Vegetable Cooking Oil,20240413,food_cupboard,False
Morrisons,2.15,215.0,kg,Schwartz Dill Jar,20240413,food_cupboard,False
Morrisons,2.15,56.6,kg,Schwartz Ras El Hanout,20240413,food_cupboard,False
Morrisons,1.09,31.1,kg,Schwartz Wrap It Takeaway Kebab,20240413,food_cupboard,False
Morrisons,2.5,62.5,kg,Twinings Detox Lemon & Ginger With Bu…,20240413,food_cupboard,False
Morrisons,2.0,5.0,kg,Ye Olde Oak Premium Hotdogs,20240413,food_cupboard,False
Morrisons,1.39,13.9,kg,Pot Noodle Fusions Katsu Curry,20240413,food_cupboard,False
Morrisons,1.1,27.5,kg,Tyrrells Sea Salted Crisps,20240413,food_cupboard,False
Morrisons,2.0,33.3,kg,Whitworths Pineapple,20240413,food_cupboard,False
Morrisons,1.99,5.0,kg,Ambrosia Chocolate Rice Pudding Can,20240413,food_cupboard,False
Morrisons,1.5,17.0,kg,Bart Pink Himalayan Salt Carton Refill,20240413,food_cupboard,False
Morrisons,1.5,9.7,kg,Fox's Indulgent Chocolate Orange Centre Cookies,20240413,food_cupboard,False
Morrisons,2.0,2.7,kg,Hartleys Jelly Orange Flavour Jelly 6PK,20240413,food_cupboard,False
Morrisons,1.75,3.9,kg,Patak's Rogan Josh Sauce,20240413,food_cupboard,False
Morrisons,1.5,16.7,kg,Propercorn Sweet Popcorn,20240413,food_cupboard,False
Morrisons,2.15,47.8,kg,Schwartz Perfect Shake Smoky…,20240413,food_cupboard,False
Morrisons,3.0,6.6,kg,Whole Earth Original Smooth Peanut Butter,20240413,food_cupboard,False
Morrisons,2.39,19.1,kg,Yorkshire Tea Toast & Jam Brew 40 Tea Bags,20240413,food_cupboard,False
Morrisons,2.0,13.3,l,Amoy Reduced Salt Soy Sauce,20240413,food_cupboard,False
Morrisons,2.15,215.0,kg,Schwartz Whole Star Anise,20240413,food_cupboard,False
Morrisons,1.25,5.0,kg,Tilda Microwave Limited Edition Rice,20240413,food_cupboard,False
Morrisons,2.5,62.5,kg,Twinings Superblends Glow 20 Single Tea Bags,20240413,food_cupboard,False
Morrisons,1.25,3.1,kg,Baxters Favourites Cream of Chicken Soup,20240413,food_cupboard,False
Morrisons,2.5,11.7,kg,Morrisons Pineapple Upsid…,20240413,food_cupboard,True
Morrisons,1.39,13.9,kg,Pot Noodle Fusions Chilli Chicken,20240413,food_cupboard,False
Morrisons,1.09,28.7,kg,Schwartz A Mix Beef Bourguinon,20240413,food_cupboard,False
Morrisons,2.15,77.0,kg,Schwartz Fennel Seed Jar,20240413,food_cupboard,False
Morrisons,2.15,57.0,kg,Schwartz Hot Chilli Powder,20240413,food_cupboard,False
Morrisons,1.5,12.8,kg,Starbucks Premium Instant Cinnamon Dolce Latte,20240413,food_cupboard,False
Morrisons,2.5,7.7,kg,Nesquik Mix,20240413,food_cupboard,False
Morrisons,1.09,28.7,kg,Schwartz Parsley And Chive Sauce For Cod,20240413,food_cupboard,False
Morrisons,1.09,43.6,kg,Schwartz X Las Iguanas Bahian Coconut Curry,20240413,food_cupboard,False
Morrisons,1.25,13.2,kg,"Del Monte Apple, Grape & Strawberry",20240413,food_cupboard,False
Morrisons,2.75,6.6,kg,Kellogg's Special K Oats & Honey Cereal,20240413,food_cupboard,False
Morrisons,1.75,6.0,kg,Levi Roots Reggae Reggae Jerk BBQ Sauce,20240413,food_cupboard,False
Morrisons,2.25,9.0,kg,Nescafe Gold Double Choc Mocha 12 Sachets,20240413,food_cupboard,False
Morrisons,2.15,49.0,kg,Schwartz Cajun Herb & Spice Blend Seasoning,20240413,food_cupboard,False
Morrisons,1.09,31.1,kg,Schwartz Make It Fresh Mushroom Stroganoff,20240413,food_cupboard,False
Morrisons,2.0,11.4,kg,Whitworths Bake With Crystallised Fiery Ginger,20240413,food_cupboard,False
Morrisons,1.49,25.7,kg,Quaker Oat So Simple Banana &…,20240413,food_cupboard,False
Morrisons,2.15,42.0,kg,Schwartz Chargrill Chicken Seasoning,20240413,food_cupboard,False
Morrisons,2.5,83.3,kg,Twinings Superblends Sleep Valerian &…,20240413,food_cupboard,False
Morrisons,1.0,25.0,kg,Walkers Monster Munch Pickled Onion Snacks,20240413,food_cupboard,False
Morrisons,1.25,54.3,kg,Colman's Big Night In Recipe Mi…,20240413,food_cupboard,False
Morrisons,1.4,9.4,kg,Cornish Sea Salt Flakes,20240413,food_cupboard,False
Morrisons,1.99,8.0,l,Hellmann's Garlic Squeezy Mayonnaise,20240413,food_cupboard,False
Morrisons,1.75,5.0,kg,Loyd Grossman Madras Hot Curry Sauce,20240413,food_cupboard,False
Morrisons,1.09,31.1,kg,Schwartz Coq Au Vin Authentic Mix,20240413,food_cupboard,False
Morrisons,2.59,25.9,kg,Urban Fruit Gently Baked Mango,20240413,food_cupboard,False
Morrisons,3.25,8.1,kg,Fuel10K Granola Mocha,20240413,food_cupboard,False
Morrisons,1.99,8.0,l,Hellmann's Garlic & Herb Sauce,20240413,food_cupboard,False
Morrisons,1.5,14.7,kg,John West Tuna Chunks In Spring Water (145g),20240413,food_cupboard,False
Morrisons,2.75,5.3,kg,Nestle Honey Cheerios,20240413,food_cupboard,False
Morrisons,3.0,4.5,kg,Loyd Grossman Bolognese Sauce,20240413,food_cupboard,False
Morrisons,3.0,20.0,kg,Nescafe Original Instant Coffee Refill,20240413,food_cupboard,False
Morrisons,2.29,57.3,kg,Tetley Super Fruit Vitamin B Bluebe…,20240413,food_cupboard,False
Morrisons,1.67,8.8,kg,Barilla Pesto Genovese Sauce,20240413,food_cupboard,False
Morrisons,2.5,5.0,kg,Jordans Super Nutty Granola Breakfast Cereal,20240413,food_cupboard,False
Morrisons,1.0,50.0,kg,Nando's Peri-Peri Bag & Bake Hot,20240413,food_cupboard,False
Morrisons,6.5,34.2,kg,Nescafe Gold Blend Coffee Origins Alta Rica,20240413,food_cupboard,False
Morrisons,2.25,27.0,kg,Schwartz Tikka Curry Spice,20240413,food_cupboard,False
Morrisons,2.15,58.0,kg,Schwartz Tumeric Ground,20240413,food_cupboard,False
Morrisons,3.5,17.5,kg,Twinings Assam Tea Bags 80s,20240413,food_cupboard,False
Morrisons,2.6,7.0,kg,Bonne Maman Berries & Cherries Conserve,20240413,food_cupboard,False
Morrisons,1.75,8.8,kg,Dolmio Pasta Pronto Tomato & Basil,20240413,food_cupboard,False
Morrisons,3.25,8.1,kg,Fuel10k Raisin & Almond Granola,20240413,food_cupboard,False
Morrisons,0.45,12.9,kg,Greens Red Quick Jel Single Sachet,20240413,food_cupboard,False
Morrisons,2.75,7.6,kg,Kellogg's Special K Milk Chocolate,20240413,food_cupboard,False
Morrisons,1.09,72.7,kg,Morrisons Herbs De Provence,20240413,food_cupboard,True
Morrisons,1.5,6.5,kg,Santa Maria Chunky Salsa Medium,20240413,food_cupboard,False
Morrisons,4.99,39.0,kg,Starbucks Caramel Macchiato…,20240413,food_cupboard,False
Morrisons,4.25,0.42,unit,Starbucks Nespresso Colombia Espresso Pods,20240413,food_cupboard,False
Morrisons,1.5,38.0,kg,Bart Black Peppercorns Refill,20240413,food_cupboard,False
Morrisons,2.0,13.4,kg,Deliciously Ella Fruit & Nut Oat Bars,20240413,food_cupboard,False
Morrisons,1.4,7.3,kg,Filippo Berio Vegan Sun Dried Tomato Pesto,20240413,food_cupboard,False
Morrisons,4.25,2.1,l,Flora Pure Sunflower Oil with Vitamin E,20240413,food_cupboard,False
Morrisons,1.99,10.5,l,Frylight Rapeseed Oil 1 Cal Cooking Spray,20240413,food_cupboard,False
Morrisons,2.0,2.7,kg,Hartleys Raspberry Jelly,20240413,food_cupboard,False
Morrisons,1.85,23.1,kg,Oxo White Wine Stock Pot,20240413,food_cupboard,False
Morrisons,2.75,9.0,kg,Princes Sandwich Tuna In Brine (3x140g),20240413,food_cupboard,False
Morrisons,2.15,74.0,kg,Schwartz Crushed Chillies Jar,20240413,food_cupboard,False
Morrisons,3.0,4.2,kg,Sharwood's Cooking Sauce Korma,20240413,food_cupboard,False
Morrisons,1.5,10.7,kg,Walkers Crinkles Cheddar Cheese &…,20240413,food_cupboard,False
Morrisons,2.89,7.6,kg,Deliciously Ella Nutty Granola,20240413,food_cupboard,False
Morrisons,3.59,0.36,unit,L'OR Espresso Caramel Flavour Coffee Pods,20240413,food_cupboard,False
Morrisons,3.0,4.5,kg,Loyd Grossman Tomato & Chilli Sauce,20240413,food_cupboard,False
Morrisons,1.09,27.3,kg,Morrisons Hot Paprika,20240413,food_cupboard,True
Morrisons,2.99,6.4,kg,Nando's Perinasie Hot,20240413,food_cupboard,False
Morrisons,2.5,8.3,kg,Ye Olde Oak Ham,20240413,food_cupboard,False
Morrisons,1.5,4.3,kg,Heinz Tomato & Lentil Ragu Pasta Sauce,20240413,food_cupboard,False
Morrisons,1.5,10.0,kg,Jacob's Crinklys Cheese And Onion,20240413,food_cupboard,False
Morrisons,1.75,5.0,kg,Loyd Grossman Korma Mild Curry Sauce,20240413,food_cupboard,False
Morrisons,3.0,12.9,kg,Twinings Everyday 80 Tea Bags,20240413,food_cupboard,False
Morrisons,2.0,4.0,kg,Ben's Original Boil-In-Bag Wholegrain Rice 4 Bags,20240413,food_cupboard,False
Morrisons,1.75,3.5,kg,Chicken Tonight Creamy Wine Sauce,20240413,food_cupboard,False
Morrisons,3.59,69.0,kg,L'OR Origins Colombia Coffee Pods 10 Per Pack,20240413,food_cupboard,False
Morrisons,1.75,9.4,kg,Loyd Grossman Tomato & Mascarpone Stir In Sauce,20240413,food_cupboard,False
Morrisons,1.09,36.0,kg,Schwartz Wrap It Smokehouse BBQ,20240413,food_cupboard,False
Morrisons,2.29,57.3,kg,Tetley Super Fruits Multivitamin…,20240413,food_cupboard,False
Morrisons,1.9,19.0,kg,Bear Fruit Splits Strawberry & Apple,20240413,food_cupboard,False
Morrisons,0.95,3.2,kg,Crosse & Blackwell Cream Of…,20240413,food_cupboard,False
Morrisons,6.99,14.0,l,Filippo Berio Organic Extra Virgin Oil,20240413,food_cupboard,False
Morrisons,0.75,29.3,kg,Kinder Cards Chocolate and Milk Waf…,20240413,food_cupboard,False
Morrisons,1.75,12.5,kg,KP Flavour Kravers Flame Grilled Steak Peanuts,20240413,food_cupboard,False
Morrisons,8.5,1.7,l,KTC Pure Sunflower Oil,20240413,food_cupboard,False
Morrisons,2.5,6.9,kg,Nestle Curiously Cinnamon Churros Cereal,20240413,food_cupboard,False
Morrisons,2.2,65.0,kg,Schwartz Ground White Pepper Jar,20240413,food_cupboard,False
Morrisons,2.5,6.2,kg,Barilla Arrabbiata Tomato & Chilli Pasta Sauce,20240413,food_cupboard,False
Morrisons,1.39,2.78,kg,Barilla Whole Wheat Fusilli Pasta,20240413,food_cupboard,False
Morrisons,3.5,36.9,kg,Nescafe Gold Blend Coffee Roastery Dark,20240413,food_cupboard,False
Morrisons,2.15,43.0,kg,Schwartz Garlic Granules,20240413,food_cupboard,False
Morrisons,2.15,29.0,kg,Schwartz Garlic Salt Jar,20240413,food_cupboard,False
Morrisons,2.15,83.0,kg,Schwartz Ground Ginger Jar,20240413,food_cupboard,False
Morrisons,3.0,4.2,kg,Sharwood's Cooking Sauce Tikka Masala,20240413,food_cupboard,False
Morrisons,4.25,0.42,unit,Starbucks Nespresso Medium House Blend,20240413,food_cupboard,False
Morrisons,1.75,11.7,kg,Dolmio Carbonara Pouch Pasta Sauce,20240413,food_cupboard,False
Morrisons,2.0,2.9,kg,Hartleys No Added Sugar Blackcurrant Jelly,20240413,food_cupboard,False
Morrisons,1.5,14.7,kg,John West Tuna Chunks In Brine (145g),20240413,food_cupboard,False
Morrisons,4.0,40.0,kg,Kenco Millicano Decaff Instant Coffee,20240413,food_cupboard,False
Morrisons,1.09,545.0,kg,Morrisons Curry Leaves,20240413,food_cupboard,True
Morrisons,1.09,36.3,kg,Schwartz Nadiya Smokey Meatball Stew,20240413,food_cupboard,False
Morrisons,2.15,54.0,kg,Schwartz Smoked Paprika Jar,20240413,food_cupboard,False
Morrisons,2.1,7.0,kg,Amoy Soft Thread Noodles,20240413,food_cupboard,False
Morrisons,1.25,3.1,kg,Baxters Favourites Royal Game Soup,20240413,food_cupboard,False
Morrisons,4.49,28.1,kg,Costa Nescafe Dolce Gusto C…,20240413,food_cupboard,False
Morrisons,1.35,4.0,kg,Filippo Berio Arrabbiata Pasta Sauce,20240413,food_cupboard,False
Morrisons,4.99,33.4,kg,Nescafe Dolce Gusto Grand…,20240413,food_cupboard,False
Morrisons,3.49,12.9,kg,Quaker Oat So Simple Simply…,20240413,food_cupboard,False
Morrisons,2.29,84.8,kg,Tetley Super Herbal Sleep Camom…,20240413,food_cupboard,False
Morrisons,1.9,19.0,kg,BEAR Splits Raspberry & Pineapple,20240413,food_cupboard,False
Morrisons,2.6,7.0,kg,Bonne Maman Blackcurrant Conserve,20240413,food_cupboard,False
Morrisons,2.89,7.2,kg,Deliciously Ella Original Granola,20240413,food_cupboard,False
Morrisons,1.99,4.7,kg,Fray Bentos Just Chicken Pie,20240413,food_cupboard,False
Morrisons,3.0,4.5,kg,Loyd Grossman Tomato & Basil Sauce,20240413,food_cupboard,False
Morrisons,2.75,9.0,kg,Princes Sandwich Tuna In Spring Water (3x140g),20240413,food_cupboard,False
Morrisons,1.09,27.3,kg,Schwartz Luxury Bread Sauce,20240413,food_cupboard,False
Morrisons,2.15,55.0,kg,Schwartz Piri Piri Seasoning,20240413,food_cupboard,False
Morrisons,3.85,19.3,kg,Starbucks House Blend Ground Coffee,20240413,food_cupboard,False
Morrisons,3.0,8.82,kg,Tiptree Raspberry Seedless Conserve,20240413,food_cupboard,False
Morrisons,3.5,17.5,kg,Twinings Lady Grey 80 Tea Bags,20240413,food_cupboard,False
Morrisons,1.0,22.2,kg,Walkers Ready Salted Crisps,20240413,food_cupboard,False
Morrisons,0.95,3.2,kg,Crosse & Blackwell Cream Of M…,20240413,food_cupboard,False
Morrisons,2.15,71.7,kg,Schwartz Onion Granules,20240413,food_cupboard,False
Morrisons,1.1,31.4,kg,Urban Fruit Gently Baked Pineapple Snack Pack,20240413,food_cupboard,False
Morrisons,1.5,6.0,kg,Ben's Original One Pan Creations Spanish Paella,20240413,food_cupboard,False
Morrisons,0.75,18.1,kg,Kitkat 4 Finger White Chocolate Bar,20240413,food_cupboard,False
Morrisons,2.15,48.9,kg,Schwartz Ground Sumac,20240413,food_cupboard,False
Morrisons,2.25,25.0,kg,Schwartz Medium Curry Powder,20240413,food_cupboard,False
Morrisons,2.15,42.0,kg,Schwartz Jamaican Jerk Seasoning,20240413,food_cupboard,False
Morrisons,1.0,25.0,kg,Walkers Squares Salt & Vinegar Snacks Crisps,20240413,food_cupboard,False
Morrisons,1.49,4.3,l,Aspall Classic Red Wine Vinegar,20240413,food_cupboard,False
Morrisons,2.5,6.2,kg,Barilla Basilico Pasta Sauce,20240413,food_cupboard,False
Morrisons,2.0,7.3,kg,Bonne Maman Caramelised Apple Spread,20240413,food_cupboard,False
Morrisons,3.25,32.5,kg,Costa Instant Smooth Medium Roast Coffee,20240413,food_cupboard,False
Morrisons,1.0,22.2,kg,McCoy's Salt & Vinegar Grab Bag,20240413,food_cupboard,False
Morrisons,1.5,9.4,kg,Meridian Breakfast Smooth Peanu…,20240413,food_cupboard,False
Morrisons,2.15,72.0,kg,Schwartz Garam Masala Jar,20240413,food_cupboard,False
Morrisons,1.0,28.0,kg,Walkers Wotsits Really Cheesy Snacks Crisps,20240413,food_cupboard,False
Morrisons,1.4,7.3,kg,Filippo Berio Vegan Basil Pesto,20240413,food_cupboard,False
Morrisons,1.5,4.3,kg,Heinz Tomato & Chilli,20240413,food_cupboard,False
Morrisons,2.15,2150.0,kg,Schwartz Kaffir Lime Leaves,20240413,food_cupboard,False
Morrisons,1.09,28.7,kg,Schwartz Lemon Butter Sauce For Salmon,20240413,food_cupboard,False
Morrisons,1.09,36.3,kg,Schwartz X Bella Italia Pollo Funghi,20240413,food_cupboard,False
Morrisons,2.25,37.5,kg,Scrapples Wonky Apple Crisps Multi-Box,20240413,food_cupboard,False
Morrisons,2.29,57.3,kg,Tetley Super Fruit Vitamin C Pe…,20240413,food_cupboard,False
Morrisons,4.49,28.1,kg,Costa Nescafe Dolce Gusto Compati…,20240413,food_cupboard,False
Morrisons,1.4,7.6,kg,Old El Paso Crunchy Original Tortilla Nachips,20240413,food_cupboard,False
Morrisons,1.39,11.88,kg,Pot Noodle Fusions Thai Green Curry,20240413,food_cupboard,False
Morrisons,2.49,6.4,kg,Princes Hot Chilli Con Carne,20240413,food_cupboard,False
Morrisons,2.15,29.9,kg,Schwartz Celery Salt Jar,20240413,food_cupboard,False
Morrisons,2.15,37.0,kg,Schwartz Chinese Five Spice,20240413,food_cupboard,False
Morrisons,1.09,43.6,kg,Schwartz Nadiya Sa Kicking Chicken Kebab,20240413,food_cupboard,False
Morrisons,2.15,33.0,kg,Schwartz Pilau Rice Seasoning,20240413,food_cupboard,False
Morrisons,2.15,47.0,kg,Schwartz Steak Seasoning,20240413,food_cupboard,False
Morrisons,4.25,0.42,unit,Starbucks Blonde Espresso Roast by…,20240413,food_cupboard,False
Morrisons,4.0,40.0,kg,Carte Noire Decafeine,20240413,food_cupboard,False
Morrisons,2.0,2.7,kg,Hartleys Jelly Blackcurrant Flavour Jelly 6PK,20240413,food_cupboard,False
Morrisons,2.45,9.8,l,Kikkoman Teriyaki Marinade,20240413,food_cupboard,False
Morrisons,3.0,4.5,kg,Loyd Grossman Tomato & Basil No Added Sugar,20240413,food_cupboard,False
Morrisons,2.15,58.0,kg,Schwartz Cumin Ground,20240413,food_cupboard,False
Morrisons,2.15,195.0,kg,Schwartz Italian Herb Jar,20240413,food_cupboard,False
Morrisons,1.09,54.5,kg,Schwartz Loaded Fries Southern Fried,20240413,food_cupboard,False
Morrisons,2.15,195.0,kg,Schwartz Thyme Jar,20240413,food_cupboard,False
Morrisons,2.5,5.0,kg,Jordans Super Berry Granola Breakfast Cereal,20240413,food_cupboard,False
Morrisons,2.15,58.0,kg,Schwartz Ground All Spice Jar,20240413,food_cupboard,False
Morrisons,2.0,33.3,kg,Itsu Prawn Crackers Sweet Chilli,20240413,food_cupboard,False
Morrisons,3.55,13.7,kg,Quaker Oat So Simple Simply Str…,20240413,food_cupboard,False
Morrisons,2.15,45.0,kg,Schwartz Mustard Seeds Jar,20240413,food_cupboard,False
Morrisons,1.5,136.0,kg,Bart Mixed Herbs Refill,20240413,food_cupboard,False
Morrisons,1.35,4.0,kg,Filippo Berio Basilico Pasta Sauce,20240413,food_cupboard,False
Morrisons,1.5,15.8,kg,John West Tuna Chunks In Sunflower Oil (145g),20240413,food_cupboard,False
Morrisons,4.5,6.2,kg,Lotus Biscoff Smooth Spread,20240413,food_cupboard,False
Morrisons,3.5,36.9,kg,Nescafe Gold Blend Coffee Roastery Light,20240413,food_cupboard,False
Morrisons,1.85,41.0,kg,Schwartz Black And Red Pepper Jar,20240413,food_cupboard,False
Morrisons,1.0,20.0,kg,Walkers Max Strong Fiery Prawn Cocktail Crisps,20240413,food_cupboard,False
Morrisons,1.0,10.1,kg,Batchelors Chef Special Carmeli…,20240413,food_cupboard,False
Morrisons,1.0,10.1,kg,Batchelors Chef Special Four Cheese,20240413,food_cupboard,False
Morrisons,1.9,19.0,kg,Bear Fruit Giant Blackcur…,20240413,food_cupboard,False
Morrisons,2.75,25.8,kg,Kenco Duo Unsweetened Cappuccino Instant Coffee,20240413,food_cupboard,False
Morrisons,0.4,10.0,kg,Morrisons Shepherd's Pie Sauce Mix,20240413,food_cupboard,True
Morrisons,1.75,12.5,kg,Nescafe Gold Sticky Toffee Pudding Latte 7 Sachets,20240413,food_cupboard,False
Morrisons,2.29,69.0,kg,Schwartz Ground Black Pepper Jar,20240413,food_cupboard,False
Morrisons,2.29,57.3,kg,Tetley 20 Supergreen Vitamin C Tropical Tea,20240413,food_cupboard,False
Morrisons,2.5,62.5,kg,Twinings Superblends Metabolism 20 Tea bags,20240413,food_cupboard,False
Morrisons,2.0,5.0,l,Amoy Reduced Fat Coconut Milk,20240413,food_cupboard,False
Morrisons,1.75,11.7,kg,Nescafe Gold Chocolate Caramel Brow…,20240413,food_cupboard,False
Morrisons,3.0,4.2,kg,Sharwood's Cooking Sauce Balti,20240413,food_cupboard,False
Morrisons,0.8,16.7,kg,Snickers,20240413,food_cupboard,False
Morrisons,2.5,71.4,kg,Twinings Superblends Digest 20 Tea Bags,20240413,food_cupboard,False
Morrisons,2.5,62.5,kg,Twinings Superblends Immune 20 Tea Bags,20240413,food_cupboard,False
Morrisons,1.5,50.0,kg,Bart Cajun Seasoning Refill,20240413,food_cupboard,False
Morrisons,1.5,115.0,kg,Bart Italian Herbs Refill,20240413,food_cupboard,False
Morrisons,1.79,3.3,kg,Baxters Sliced Gherkins Crunchy & Sweet (540g),20240413,food_cupboard,False
Morrisons,0.75,15.5,kg,Cadburys Boost,20240413,food_cupboard,False
Morrisons,1.99,4.7,kg,Fray Bentos Chicken Curry Pie,20240413,food_cupboard,False
Morrisons,1.99,8.0,l,Hellmann's Cheese Sauce,20240413,food_cupboard,False
Morrisons,2.15,215.0,kg,Schwartz Basil Jar,20240413,food_cupboard,False
Morrisons,2.15,269.0,kg,Schwartz Marjoram,20240413,food_cupboard,False
Morrisons,0.6,50.0,kg,Scrapples Wonky Apple & Mango Crisps,20240413,food_cupboard,False
Morrisons,4.25,0.42,unit,Starbucks Nespresso Dark Espresso Pods,20240413,food_cupboard,False
Morrisons,2.5,62.5,kg,Twinings Superblends Menopause 20 Tea Bags,20240413,food_cupboard,False
Morrisons,2.59,28.8,kg,Urban Fruit Gently Baked Strawberries,20240413,food_cupboard,False
Morrisons,2.5,9.9,kg,Blue Dragon Thai Red Curry Kit,20240413,food_cupboard,False
Morrisons,1.99,4.7,kg,Fray Bentos Cheese & Onion Pie,20240413,food_cupboard,False
Morrisons,3.59,69.0,kg,L'OR Espresso Onyx Coffee Pods Intensity 12,20240413,food_cupboard,False
Morrisons,0.75,16.3,kg,Nestle Yorkie Original,20240413,food_cupboard,False
Morrisons,2.15,46.7,kg,Schwartz Chilli Chipotle Powder,20240413,food_cupboard,False
Morrisons,1.9,6.3,kg,Schwartz Dill & Lemon Sauce,20240413,food_cupboard,False
Morrisons,2.15,61.4,kg,Schwartz Ground Cloves,20240413,food_cupboard,False
Morrisons,2.15,119.0,kg,Schwartz Rosemary Jar,20240413,food_cupboard,False
Morrisons,1.09,31.1,kg,Schwartz X Bella Italia Gamberoni,20240413,food_cupboard,False
Morrisons,2.25,37.5,kg,Scrapples Apple & Mango Crisps Multi-Box,20240413,food_cupboard,False
Morrisons,2.29,70.7,kg,Tetley Super Herbal Tropica…,20240413,food_cupboard,False
Morrisons,2.5,62.5,kg,Twinings Superblends Defense 20 Tea Bags,20240413,food_cupboard,False
Morrisons,2.5,6.2,kg,Barilla Bolognese Pasta Sauce,20240413,food_cupboard,False
Morrisons,1.25,27.8,kg,Colman's Big Night In Recip…,20240413,food_cupboard,False
Morrisons,1.0,25.0,kg,Doritos Tangy Cheese Tortilla Chips Crisps,20240413,food_cupboard,False
Morrisons,2.49,1.56,kg,Heinz Chopped Tomatoes,20240413,food_cupboard,False
Morrisons,1.75,13.2,kg,Nescafe Gold Mocha Aero Honeycomb 7 Sachets,20240413,food_cupboard,False
Morrisons,2.0,10.0,kg,Ocean Crown Gluten Free Cooked…,20240413,food_cupboard,False
Morrisons,2.75,9.0,kg,Princes Sandwich Tuna In Sunflower Oil (3x140g),20240413,food_cupboard,False
Morrisons,2.15,165.0,kg,Schwartz Cinnamon Sticks Jar,20240413,food_cupboard,False
Morrisons,2.25,22.5,kg,Schwartz Curry Powder Tandoori,20240413,food_cupboard,False
Morrisons,2.5,83.4,kg,Twinings Superblends Focus 20 Tea Bags,20240413,food_cupboard,False
Morrisons,1.0,22.2,kg,Walkers Less Salt Mild Cheese & Onion Crisps,20240413,food_cupboard,False
Morrisons,1.0,22.2,kg,Walkers Salt & Vinegar Crisps,20240413,food_cupboard,False
